Symptom_Code,Symptom_Name,Model,Feature,Mean_Abs_SHAP
physSx_12,Fatigue,StackingEnsemble,disability_m_max,0.33284190622129634
physSx_12,Fatigue,StackingEnsemble,stress_amplification,0.4054821577894785
physSx_12,Fatigue,StackingEnsemble,sex_stress,0.428940258343744
physSx_12,Fatigue,StackingEnsemble,transgres_m,0.6197638637724696
physSx_12,Fatigue,StackingEnsemble,transgres_m_std,1.205729128785593
physSx_12,Fatigue,StackingEnsemble,transgres_m_max,1.7308289110377566
physSx_13,Trouble sleeping,StackingEnsemble,efficacy_belong_interaction,0.16924056697201842
physSx_13,Trouble sleeping,StackingEnsemble,efficacy_m_max,0.17750327640751346
physSx_13,Trouble sleeping,StackingEnsemble,support_m_min,0.1884677227537124
physSx_13,Trouble sleeping,StackingEnsemble,catastrophizing_score,0.19110999347251303
physSx_13,Trouble sleeping,StackingEnsemble,exploit_m_min,0.19118318559602074
physSx_13,Trouble sleeping,StackingEnsemble,exploit_m,0.21588601455042258
physSx_13,Trouble sleeping,StackingEnsemble,stress_support_interaction,0.24928335076666522
physSx_13,Trouble sleeping,StackingEnsemble,belong_m_log,0.2521112021984268
physSx_13,Trouble sleeping,StackingEnsemble,efficacy_m_log,0.2577416296984878
physSx_13,Trouble sleeping,StackingEnsemble,disability_m_max,0.32609169717403663
physSx_13,Trouble sleeping,StackingEnsemble,support_m_squared,0.34997673571771154
physSx_13,Trouble sleeping,StackingEnsemble,disability_m_std,0.3560313274417425
physSx_13,Trouble sleeping,StackingEnsemble,belong_m_squared,0.35821070912044495
physSx_13,Trouble sleeping,StackingEnsemble,efficacy_m_squared,0.36827077045802326
physSx_13,Trouble sleeping,StackingEnsemble,swb_m_squared,0.3841089339610835
